Publisher,Keyword,Ad Group,Keyword Type,Clicks,Impressions,CTR,Avg CPC,Total Advertising Cost,Avg Position,Conversions,Revenue per Conversion,Total Revenue
Yahoo-Global,fun for kids games,kids games -YG,broad,17,2295,0.74%,0.80,13.60,4.11,3,127.45,382.34
Yahoo-Global,sonic kids games,kids games -YG,phrase,0,69,0.00%,0.00,0.00,3.17,0,198.74,0.00
Yahoo-Global,free kids games on line,kids games -YG,phrase,0,33,0.00%,0.00,0.00,8.53,0,197.52,0.00
Yahoo-Global,cbc kids games,kids games -YG,phrase,0,49,0.00%,0.00,0.00,4.97,0,195.43,0.00
Yahoo-Global,free kids games download,kids games -YG,broad,1,350,0.29%,0.51,0.51,3.69,1,333.14,333.14
Yahoo-Global,free online educational kids games,kids games -YG,phrase,1,233,0.43%,1.05,1.05,1.73,0,162.01,0.00
Yahoo-Global,educational kids games free,kids games -YG,phrase,31,894,3.47%,2.20,68.20,1.05,4,78.17,312.67
Yahoo-Global,free online kids games for preschoolers,kids games -YG,broad,3,147,2.04%,1.04,3.12,1.93,0,381.69,0.00
Yahoo-Global,maths kids games,kids games -YG,phrase,0,44,0.00%,0.00,0.00,4.61,0,179.98,0.00
Yahoo-Global,free download kids games,kids games -YG,exact,0,40,0.00%,0.00,0.00,9.21,0,331.84,0.00
Yahoo-Global,preschool kids games online,kids games -YG,broad,0,121,0.00%,0.00,0.00,8.95,0,285.14,0.00
Yahoo-Global,kids games for free online,kids games -YG,broad,8,556,1.44%,1.39,11.12,1.26,1,346.08,346.08
Yahoo-Global,abc for kids games,kids games -YG,exact,0,321,0.00%,0.00,0.00,2.30,0,226.93,0.00
Yahoo-Global,abc kids games,kids games -YG,broad,0,27,0.00%,0.00,0.00,9.52,0,235.68,0.00
Yahoo-Global,kids games puzzles,kids games -YG,phrase,2,111,1.80%,1.70,3.40,2.15,2,279.84,559.68
Yahoo-Global,kids games download,kids games -YG,broad,0,198,0.00%,0.00,0.00,3.39,0,303.12,0.00
Yahoo-Global,ask kids games,kids games -YG,phrase,2,324,0.62%,1.13,2.26,4.03,2,255.75,511.50
Yahoo-Global,kids games for boys,kids games -YG,exact,0,95,0.00%,0.00,0.00,3.02,0,139.43,0.00
Yahoo-Global,100 kids games,kids games -YG,exact,0,76,0.00%,0.00,0.00,5.52,0,342.07,0.00
Yahoo-Global,girls kids games,kids games -YG,phrase,4,1308,0.31%,1.47,5.88,2.26,1,192.62,192.62
Yahoo-Global,kids games free net index,kids games -YG,broad,0,138,0.00%,0.00,0.00,1.93,0,384.38,0.00
Yahoo-Global,school kids games,kids games -YG,broad,1,111,0.90%,1.10,1.10,3.55,0,193.97,0.00
Yahoo-Global,play kids games online free,kids games -YG,broad,4,193,2.07%,1.15,4.60,1.56,0,296.23,0.00
Yahoo-Global,free kids games to download,kids games -YG,phrase,1,93,1.08%,1.05,1.05,4.69,0,330.67,0.00
Yahoo-Global,easy kids games free online,kids games -YG,exact,0,92,0.00%,0.00,0.00,2.82,0,358.32,0.00
Yahoo-Global,baby kids games,kids games -YG,broad,0,89,0.00%,0.00,0.00,8.25,0,80.81,0.00
Yahoo-Global,wwe kids games,kids games -YG,exact,1,85,1.18%,1.66,1.66,2.15,1,212.17,212.17
Yahoo-Global,smart kids games,kids games -YG,exact,1,50,2.00%,0.57,0.57,4.18,0,253.03,0.00
Yahoo-Global,kids games to download,kids games -YG,exact,0,97,0.00%,0.00,0.00,4.75,0,221.48,0.00
Yahoo-Global,encarta kids games,kids games -YG,broad,5,374,1.34%,1.35,6.75,1.06,1,109.87,109.87
Yahoo-Global,abc kids games disney,kids games -YG,broad,0,38,0.00%,0.00,0.00,8.66,0,395.82,0.00
Yahoo-Global,for kids games,kids games -YG,exact,18,604,2.98%,0.99,17.82,1.37,3,139.60,418.81
Yahoo-Global,raz kids games,kids games -YG,exact,0,88,0.00%,0.00,0.00,3.88,0,325.72,0.00
Yahoo-Global,kids games free download,kids games -YG,exact,0,26,0.00%,0.00,0.00,9.12,0,222.52,0.00
Yahoo-Global,spy kids games to play,kids games -YG,broad,2,135,1.48%,1.18,2.36,1.70,0,359.28,0.00
Yahoo-Global,muslim kids games,kids games -YG,phrase,0,41,0.00%,0.00,0.00,4.43,0,178.60,0.00
Yahoo-Global,tom and jerry kids games,kids games -YG,exact,1,160,0.63%,0.83,0.83,5.42,1,166.59,166.59
Yahoo-Global,free kids games download full version,kids games -YG,broad,0,97,0.00%,0.00,0.00,1.91,0,328.61,0.00
Yahoo-Global,tvo kids games,kids games -YG,broad,2,118,1.69%,1.09,2.18,2.24,0,173.11,0.00
Yahoo-Global,online kids games age 5,kids games -YG,broad,1,79,1.27%,1.00,1.00,2.28,0,75.21,0.00
Yahoo-Global,play free online kids games,kids games -YG,phrase,0,73,0.00%,0.00,0.00,2.82,0,117.92,0.00
Google-Global,ask kids games.com,kids games -GG,phrase,0,91,0.00%,0.00,0.00,6.86,0,325.34,0.00
Google-Global,cbbc kids games,kids games -GG,broad,0,15,0.00%,0.00,0.00,9.07,0,284.90,0.00
Google-Global,games kids games,kids games -GG,exact,0,17,0.00%,0.00,0.00,8.25,0,82.99,0.00
Google-Global,kids games free download full version,kids games -GG,broad,3,38,7.89%,0.92,2.76,2.35,2,102.45,204.90
Google-Global,kids games racing games,kids games -GG,phrase,1,40,2.50%,0.40,0.40,2.29,1,329.72,329.72
Google-Global,abc kids games free,kids games -GG,phrase,2,75,2.67%,0.70,1.40,4.57,0,128.10,0.00
Google-Global,nfl kids games,kids games -GG,broad,0,25,0.00%,0.00,0.00,8.19,0,188.06,0.00
Google-Global,healthy eating for kids games,kids games -GG,phrase,1,104,0.96%,1.77,1.77,9.53,0,356.39,0.00
Google-Global,reading for kids games,kids games -GG,phrase,0,73,0.00%,0.00,0.00,3.73,0,154.52,0.00
Google-Global,free-kids-games.com,kids games -GG,exact,3,66,4.55%,1.55,4.65,3.82,0,284.91,0.00
Google-Global,healthy kids games,kids games -GG,exact,0,37,0.00%,0.00,0.00,8.96,0,298.81,0.00
Google-Global,abc kids games and activities,kids games -GG,phrase,0,17,0.00%,0.00,0.00,7.33,0,209.76,0.00
Google-Global,kids games free online games,kids games -GG,broad,3,89,3.37%,2.27,6.81,4.02,2,372.20,744.39
Google-Global,learning kids games,kids games -GG,broad,9,148,6.08%,0.85,7.65,3.08,0,361.18,0.00
Google-Global,www pbs kids games,kids games -GG,exact,0,12,0.00%,0.00,0.00,9.91,0,393.39,0.00
Google-Global,free online preschool kids games,kids games -GG,phrase,2,37,5.41%,1.95,3.90,1.97,0,117.49,0.00
Google-Global,xbox 360 kids games,kids games -GG,broad,14,261,5.36%,0.61,8.54,3.68,1,317.96,317.96
Google-Global,wwe kids games online,kids games -GG,broad,0,13,0.00%,0.00,0.00,4.61,0,399.51,0.00
Google-Global,mario kids games,kids games -GG,broad,2,39,5.13%,0.35,0.70,3.05,0,239.97,0.00
Google-Global,free pbs kids games,kids games -GG,broad,24,383,6.27%,0.45,10.80,2.24,2,208.13,416.25
Google-Global,free kids games to play,kids games -GG,phrase,37,708,5.23%,1.07,39.59,2.93,4,303.53,1214.11
Google-Global,fun kids games online free,kids games -GG,phrase,0,22,0.00%,0.00,0.00,4.09,0,244.17,0.00
Google-Global,spy kids games online,kids games -GG,broad,2,43,4.65%,0.80,1.60,1.92,0,352.30,0.00
Google-Global,wb kids games,kids games -GG,broad,0,16,0.00%,0.00,0.00,5.84,0,338.06,0.00
Google-Global,virtual kids games,kids games -GG,phrase,1,33,3.03%,0.83,0.83,3.51,0,134.08,0.00
Google-Global,science kids games,kids games -GG,exact,18,100,18.00%,1.33,23.94,1.06,2,128.62,257.24
Google-Global,download free kids games,kids games -GG,broad,0,151,0.00%,0.00,0.00,1.11,0,215.36,0.00
Google-Global,free kids games disney,kids games -GG,broad,5,212,2.36%,1.08,5.40,1.90,2,94.84,189.68
Google-Global,mini kids games,kids games -GG,exact,0,28,0.00%,0.00,0.00,6.53,0,319.33,0.00
Google-Global,educational kids games online,kids games -GG,exact,1,29,3.45%,1.43,1.43,3.85,0,395.10,0.00
Google-Global,bbc kids games,kids games -GG,exact,1,26,3.85%,1.02,1.02,3.19,0,262.70,0.00
Google-Global,kids games pacman,kids games -GG,broad,0,14,0.00%,0.00,0.00,8.05,0,116.38,0.00
Google-Global,nasa kids games,kids games -GG,phrase,34,2609,1.30%,0.72,24.48,3.81,7,270.74,1895.18
Google-Global,search kids games,kids games -GG,phrase,3,322,0.93%,1.22,3.66,1.09,1,134.90,134.90
Google-Global,on line kids games,kids games -GG,broad,0,28,0.00%,0.00,0.00,3.69,0,299.76,0.00
Google-Global,dino kids games,kids games -GG,broad,2,57,3.51%,1.80,3.60,5.34,0,209.70,0.00
Google-Global,best kids games online,kids games -GG,broad,16,96,16.67%,1.19,19.04,1.11,1,386.02,386.02
Google-Global,play kids games online for free,kids games -GG,phrase,0,17,0.00%,0.00,0.00,6.63,0,398.99,0.00
Google-Global,cool kids games online,kids games -GG,broad,1,33,3.03%,2.20,2.20,3.63,0,387.83,0.00
Google-Global,4 kids games,kids games -GG,phrase,3,73,4.11%,1.68,5.04,2.73,1,384.31,384.31
Google-Global,dora kids games,kids games -GG,broad,1,36,2.78%,1.95,1.95,1.73,0,145.37,0.00
Google-Global,pbs kids games go,kids games -GG,exact,0,13,0.00%,0.00,0.00,8.86,0,306.28,0.00
Google-Global,fun free kids games,kids games -GG,exact,4,53,7.55%,1.65,6.60,2.71,0,120.90,0.00
Google-Global,internet kids games,kids games -GG,exact,1,24,4.17%,1.36,1.36,5.89,0,325.55,0.00
Google-Global,christian kids games,kids games -GG,broad,2,39,5.13%,0.52,1.04,2.42,1,83.89,83.89
Google-Global,interactive kids games,kids games -GG,phrase,2,38,5.26%,0.96,1.92,2.95,1,248.15,248.15
Google-Global,play free kids games,kids games -GG,phrase,0,19,0.00%,0.00,0.00,6.89,0,326.23,0.00
Google-Global,free kids games online for boys,kids games -GG,broad,0,19,0.00%,0.00,0.00,7.78,0,231.01,0.00
Google-Global,free fun kids games,kids games -GG,broad,2,95,2.11%,1.67,3.34,6.53,2,324.50,649.00
Google-Global,play kids games online,kids games -GG,phrase,0,80,0.00%,0.00,0.00,3.92,0,267.29,0.00
Google-Global,play free kids games online,kids games -GG,phrase,0,52,0.00%,0.00,0.00,3.09,0,127.70,0.00
Google-Global,young kids games,kids games -GG,broad,3,37,8.11%,1.52,4.56,2.14,0,119.76,0.00
Google-Global,kids games for birthday parties,kids games -GG,exact,0,49,0.00%,0.00,0.00,3.83,0,173.16,0.00
Google-Global,google kids games,kids games -GG,exact,1,33,3.03%,1.00,1.00,2.98,0,328.74,0.00
Google-Global,good kids games,kids games -GG,phrase,0,47,0.00%,0.00,0.00,1.81,0,360.59,0.00
Google-Global,downloadable kids games,kids games -GG,phrase,0,28,0.00%,0.00,0.00,6.81,0,305.99,0.00
Google-Global,football kids games,kids games -GG,phrase,27,182,14.84%,1.80,48.60,1.05,2,108.10,216.20
Google-Global,bratz kids games,kids games -GG,broad,1,23,4.35%,1.96,1.96,3.92,0,304.82,0.00
Google-Global,kids games online preschool,kids games -GG,broad,0,19,0.00%,0.00,0.00,4.33,0,135.82,0.00
Google-Global,marvel kids games,kids games -GG,exact,1,44,2.27%,0.64,0.64,3.45,0,338.21,0.00
Google-Global,pbs kids games caillou,kids games -GG,exact,0,140,0.00%,0.00,0.00,2.06,0,371.61,0.00
Google-Global,outdoor kids games,kids games -GG,broad,1,24,4.17%,0.62,0.62,3.83,1,214.66,214.66
Google-Global,kids games arcade,kids games -GG,exact,10,77,12.99%,1.98,19.80,1.23,1,186.49,186.49
Google-Global,math kids games,kids games -GG,phrase,2,92,2.17%,0.98,1.96,3.73,0,348.61,0.00
Google-Global,indoor kids games,kids games -GG,phrase,0,21,0.00%,0.00,0.00,3.28,0,116.77,0.00
Google-Global,cabbage patch kids games,kids games -GG,broad,5,110,4.55%,1.47,7.35,4.07,0,356.20,0.00
Google-Global,funny kids games,kids games -GG,broad,4,105,3.81%,0.80,3.20,4.72,1,237.30,237.30
Google-Global,kids games to play,kids games -GG,broad,0,22,0.00%,0.00,0.00,7.67,0,122.04,0.00
Google-Global,national geographic kids games,kids games -GG,exact,2,73,2.74%,2.03,4.06,3.52,0,139.35,0.00
Google-US,preschool kids games,kids games -GU,exact,56,2374,2.36%,0.47,26.32,3.73,9,298.61,2687.46
Google-US,free online kids games to play,kids games -GU,phrase,5,60,8.33%,1.46,7.30,2.03,1,194.78,194.78
Google-US,free online kids games for boys,kids games -GU,phrase,0,15,0.00%,0.00,0.00,7.88,0,169.60,0.00
Google-US,funny kids games,kids games -GU,exact,1,106,0.94%,1.61,1.61,2.53,0,166.22,0.00
Google-US,kids games free online games,kids games -GU,phrase,14,135,10.37%,0.28,3.92,1.83,2,202.87,405.74
Google-US,learning kids games,kids games -GU,broad,3,52,5.77%,1.02,3.06,2.90,1,307.02,307.02
Google-US,www pbs kids games,kids games -GU,broad,1,35,2.86%,1.86,1.86,3.94,1,368.22,368.22
Google-US,free online preschool kids games,kids games -GU,phrase,6,304,1.97%,1.57,9.42,3.91,1,328.41,328.41
Google-US,xbox 360 kids games,kids games -GU,exact,0,35,0.00%,0.00,0.00,4.07,0,178.00,0.00
Google-US,wwe kids games online,kids games -GU,broad,0,35,0.00%,0.00,0.00,6.28,0,250.44,0.00
Google-US,mario kids games,kids games -GU,broad,3,106,2.83%,1.72,5.16,2.19,1,372.99,372.99
Google-US,free pbs kids games,kids games -GU,exact,0,16,0.00%,0.00,0.00,5.77,0,253.88,0.00
Google-US,free kids games to play,kids games -GU,exact,4,84,4.76%,0.89,3.56,2.50,1,190.27,190.27
Google-US,fun kids games online free,kids games -GU,exact,0,25,0.00%,0.00,0.00,3.65,0,100.29,0.00
Google-US,spy kids games online,kids games -GU,broad,0,21,0.00%,0.00,0.00,3.47,0,356.63,0.00
Google-US,wb kids games,kids games -GU,broad,6,85,7.06%,1.04,6.24,2.05,1,221.58,221.58
Google-US,virtual kids games,kids games -GU,phrase,2,49,4.08%,1.45,2.90,2.94,0,276.01,0.00
Google-US,science kids games,kids games -GU,phrase,1,67,1.49%,1.56,1.56,9.44,0,387.38,0.00
Google-US,download free kids games,kids games -GU,phrase,7,53,13.21%,0.52,3.64,1.18,1,202.29,202.29
Google-US,free kids games disney,kids games -GU,broad,0,36,0.00%,0.00,0.00,2.20,0,189.46,0.00
Google-US,mini kids games,kids games -GU,broad,1,26,3.85%,0.45,0.45,3.54,0,360.20,0.00
Google-US,educational kids games online,kids games -GU,phrase,1,26,3.85%,1.95,1.95,3.20,0,353.60,0.00
Google-US,bbc kids games,kids games -GU,broad,3,65,4.62%,1.48,4.44,4.14,1,350.50,350.50
Google-US,kids games pacman,kids games -GU,broad,2,99,2.02%,1.65,3.30,5.42,0,233.58,0.00
Google-US,nasa kids games,kids games -GU,phrase,0,34,0.00%,0.00,0.00,7.34,0,326.04,0.00
Google-US,search kids games,kids games -GU,phrase,1,36,2.78%,1.19,1.19,4.01,0,361.00,0.00
Google-US,on line kids games,kids games -GU,phrase,0,18,0.00%,0.00,0.00,4.17,0,81.70,0.00
Google-US,dino kids games,kids games -GU,broad,0,21,0.00%,0.00,0.00,6.00,0,168.22,0.00
Google-US,best kids games online,kids games -GU,broad,1,18,5.56%,1.32,1.32,5.18,0,275.35,0.00
Google-US,play kids games online for free,kids games -GU,broad,15,189,7.94%,1.39,20.85,2.33,1,119.23,119.23
Google-US,cool kids games online,kids games -GU,broad,1,61,1.64%,1.35,1.35,1.37,0,314.94,0.00
Google-US,4 kids games,kids games -GU,exact,1,21,4.76%,0.81,0.81,5.02,0,259.60,0.00
Google-US,dora kids games,kids games -GU,phrase,5,58,8.62%,1.53,7.65,2.12,0,131.68,0.00
Google-US,pbs kids games go,kids games -GU,broad,4,142,2.82%,0.77,3.08,3.73,4,261.50,1046.01
Google-US,fun free kids games,kids games -GU,exact,2,36,5.56%,1.58,3.16,2.88,1,333.24,333.24
Google-US,internet kids games,kids games -GU,broad,0,39,0.00%,0.00,0.00,3.76,0,180.64,0.00
Google-US,christian kids games,kids games -GU,broad,5,45,11.11%,1.07,5.35,1.52,0,245.81,0.00
Google-US,interactive kids games,kids games -GU,broad,0,69,0.00%,0.00,0.00,3.15,0,104.89,0.00
Google-US,play free kids games,kids games -GU,phrase,1,39,2.56%,0.93,0.93,2.62,0,255.66,0.00
Google-US,eco kids games,kids games -GU,phrase,14,77,18.18%,1.51,21.14,1.02,1,395.92,395.92
Google-US,free internet kids games,kids games -GU,phrase,1,37,2.70%,1.72,1.72,4.78,1,239.18,239.18
Google-US,fox kids games,kids games -GU,broad,4,92,4.35%,1.21,4.84,3.33,0,125.15,0.00
Google-US,easy kids games online,kids games -GU,exact,0,22,0.00%,0.00,0.00,4.57,0,245.74,0.00
Google-US,little kids games online,kids games -GU,phrase,0,21,0.00%,0.00,0.00,3.48,0,374.05,0.00
Google-US,planets for kids games,kids games -GU,broad,1,47,2.13%,1.39,1.39,3.60,1,198.83,198.83
Google-US,best kids games,kids games -GU,broad,1,24,4.17%,1.52,1.52,4.27,0,359.61,0.00
Google-US,www.kids games,kids games -GU,phrase,1,18,5.56%,2.36,2.36,4.54,0,102.28,0.00
Google-US,spiderman kids games,kids games -GU,broad,0,30,0.00%,0.00,0.00,9.50,0,304.31,0.00
Google-US,psp kids games,kids games -GU,exact,1,32,3.13%,1.19,1.19,8.06,0,325.40,0.00
Google-US,math games,math games - GU,exact,6,51,11.76%,1.99,11.94,1.61,0,294.12,0.00
Google-US,fun math games,math games - GU,broad,1,31,3.23%,1.85,1.85,2.70,0,255.64,0.00
Google-US,math games online,math games - GU,exact,0,31,0.00%,0.00,0.00,9.47,0,150.26,0.00
Google-US,free math games,math games - GU,broad,0,35,0.00%,0.00,0.00,9.56,0,326.27,0.00
Google-US,math games for grade 2,math games - GU,broad,15,1223,1.23%,0.18,2.70,3.12,1,194.68,194.68
Google-US,cool math games bloxorz,math games - GU,exact,0,16,0.00%,0.00,0.00,6.34,0,159.41,0.00
Google-US,math games for 4th grade,math games - GU,broad,2,50,4.00%,0.62,1.24,2.41,0,75.99,0.00
Google-US,fun math games for kids,math games - GU,broad,2,87,2.30%,1.08,2.16,2.71,0,364.96,0.00
Google-US,free math games for kids,math games - GU,exact,1,29,3.45%,0.28,0.28,3.98,0,372.79,0.00
Google-US,math games for grade 5,math games - GU,exact,0,15,0.00%,0.00,0.00,9.28,0,305.69,0.00
Google-US,cool math games for kids,math games - GU,broad,0,31,0.00%,0.00,0.00,4.17,0,400.05,0.00
Google-US,math games for kindergarten,math games - GU,exact,1,34,2.94%,1.55,1.55,4.22,0,235.45,0.00
Google-US,2nd grade math games,math games - GU,broad,1,29,3.45%,1.20,1.20,4.33,0,276.38,0.00
Google-US,kindergarten math games,math games - GU,broad,1,46,2.17%,1.44,1.44,5.64,0,346.81,0.00
Google-US,1st grade math games,math games - GU,phrase,0,17,0.00%,0.00,0.00,7.45,0,207.03,0.00
Google-US,free online math games,math games - GU,broad,0,32,0.00%,0.00,0.00,3.23,0,296.61,0.00
Google-US,3rd grade math games,math games - GU,broad,4,126,3.17%,1.16,4.64,3.58,0,297.01,0.00
Google-US,4th grade math games,math games - GU,broad,12,123,9.76%,1.41,16.92,1.31,2,101.10,202.21
Google-US,online math games for kids,math games - GU,phrase,0,14,0.00%,0.00,0.00,7.70,0,345.17,0.00
Google-US,5th grade math games,math games - GU,broad,1,21,4.76%,0.60,0.60,6.88,0,271.75,0.00
Google-US,elementary math games,math games - GU,broad,2,366,0.55%,1.49,2.98,1.89,0,78.97,0.00
Google-US,math games for kids,math games - GU,exact,0,12,0.00%,0.00,0.00,8.16,0,128.60,0.00
Google-US,cool math games boombot,math games - GU,exact,0,16,0.00%,0.00,0.00,4.80,0,265.49,0.00
Google-US,cool math games 4 kids,math games - GU,phrase,9,469,1.92%,1.66,14.94,1.62,1,118.30,118.30
Google-US,third grade math games,math games - GU,broad,0,68,0.00%,0.00,0.00,3.66,0,101.69,0.00
Google-US,math games for the classroom,math games - GU,exact,12,216,5.56%,0.61,7.32,3.25,1,232.01,232.01
Google-US,math games for 7th graders,math games - GU,broad,2,36,5.56%,1.41,2.82,3.44,0,135.69,0.00
Google-US,6th grade math games,math games - GU,phrase,9,155,5.81%,1.47,13.23,2.40,9,320.49,2884.45
Google-US,free math games online,math games - GU,exact,1,48,2.08%,1.44,1.44,5.74,0,313.12,0.00
Google-US,math games for 3rd graders,math games - GU,broad,1,26,3.85%,1.22,1.22,3.73,0,80.52,0.00
Google-US,math games high school,math games - GU,phrase,78,737,10.58%,1.37,106.86,1.13,30,219.07,6572.22
Google-US,all math games,math games - GU,phrase,2,65,3.08%,1.29,2.58,2.15,0,136.46,0.00
Google-US,second grade math games,math games - GU,exact,16,88,18.18%,1.45,23.20,1.03,1,334.23,334.23
Google-US,fun math games for girls,math games - GU,exact,4,39,10.26%,0.81,3.24,1.82,0,330.77,0.00
Google-US,kid math games,math games - GU,broad,1,51,1.96%,1.25,1.25,2.63,0,169.84,0.00
Google-US,math games for 1st graders,math games - GU,phrase,0,38,0.00%,0.00,0.00,4.23,0,367.65,0.00
Google-US,kids math games,math games - GU,broad,0,20,0.00%,0.00,0.00,4.59,0,295.83,0.00
Google-US,7th grade math games,math games - GU,phrase,2,45,4.44%,1.27,2.54,2.09,0,173.63,0.00
Google-US,play math games,math games - GU,exact,2,61,3.28%,0.38,0.76,1.68,0,85.02,0.00
Google-US,everyday math games,math games - GU,broad,0,23,0.00%,0.00,0.00,7.65,0,112.55,0.00
Google-US,fourth grade math games,math games - GU,phrase,0,25,0.00%,0.00,0.00,9.96,0,277.99,0.00
Google-US,math games multiplication,math games - GU,broad,13,111,11.71%,1.04,13.52,1.18,1,378.10,378.10
Google-US,cool math games boombot 2,math games - GU,exact,2,54,3.70%,1.32,2.64,1.54,0,220.87,0.00
Google-US,cool math games crazy taxi,math games - GU,phrase,0,33,0.00%,0.00,0.00,4.37,0,223.41,0.00
Google-US,math games online for kids,math games - GU,exact,5,172,2.91%,0.81,4.05,4.42,0,89.87,0.00
Google-US,online math games,math games - GU,broad,0,24,0.00%,0.00,0.00,4.98,0,76.61,0.00
Google-US,math games for 6th graders,math games - GU,exact,0,34,0.00%,0.00,0.00,7.61,0,169.59,0.00
Google-US,multiplication math games,math games - GU,broad,5,49,10.20%,1.20,6.00,1.39,5,371.42,1857.08
Google-US,first grade math games,math games - GU,broad,2,146,1.37%,1.63,3.26,3.69,1,110.23,110.23
Google-US,preschool math games,math games - GU,exact,1,27,3.70%,0.71,0.71,4.51,1,217.30,217.30
Google-US,money math games,math games - GU,exact,1,42,2.38%,0.25,0.25,3.95,0,299.67,0.00
Google-US,educational math games,math games - GU,phrase,0,54,0.00%,0.00,0.00,2.83,0,308.64,0.00
Google-US,middle school math games,math games - GU,exact,4,46,8.70%,0.90,3.60,1.45,0,89.57,0.00
Google-US,school math games,math games - GU,phrase,2,99,2.02%,1.08,2.16,8.40,0,165.53,0.00
Google-US,math games for girls,math games - GU,broad,0,29,0.00%,0.00,0.00,6.50,0,214.65,0.00
Google-US,4 grade math games,math games - GU,exact,1,30,3.33%,1.83,1.83,3.72,0,118.15,0.00
Google-US,3 grade math games,math games - GU,exact,10,225,4.44%,1.23,12.30,2.49,1,355.66,355.66
Google-US,interactive math games,math games - GU,exact,49,2125,2.31%,1.01,49.49,3.74,4,283.45,1133.81
Google-US,easy math games,math games - GU,broad,2,49,4.08%,0.39,0.78,1.53,0,355.31,0.00
Google-US,fraction math games,math games - GU,exact,1,32,3.13%,0.79,0.79,2.64,0,196.08,0.00
Google-US,2 grade math games,math games - GU,phrase,1,84,1.19%,1.38,1.38,1.74,0,347.13,0.00
Google-US,free online math games for kids,math games - GU,exact,1,21,4.76%,1.95,1.95,5.16,0,327.85,0.00
Google-US,cool math games meeblings,math games - GU,broad,1,24,4.17%,1.41,1.41,6.25,0,375.42,0.00
Google-US,hood math games,math games - GU,broad,1,97,1.03%,1.59,1.59,2.26,1,300.29,300.29
Google-US,printable math games,math games - GU,phrase,0,17,0.00%,0.00,0.00,4.33,0,348.58,0.00
Google-US,primary math games,math games - GU,phrase,1,145,0.69%,1.72,1.72,4.40,0,400.94,0.00
